[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48f8018)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acf2d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acf468)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6077d58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d6308)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d6498)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602fce8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d5918)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d5aa8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602f878)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d4f28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d50b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48f7ba8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ace8e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acea78)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602f408)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d4538)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d46c8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48f7738)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acdef8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ace088)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6067c78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d3b48)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d3cd8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6019248)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d3158)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d32e8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60bbb98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d2768)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d28f8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601bba8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ac69b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ac6b48)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601b738)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ac5fc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ac6158)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601b2c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1c148)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1c2d8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601ae58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1b758)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1b8e8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601a9e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fbc438)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fbc5c8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601a578)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fb4f28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fb50b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601a108)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fd62f8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fb46c8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6019c98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fd5908)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fd5a98)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48cebb8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acd508)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acd698)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6087f98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f04608)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f04798)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601cde8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4ff7a68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4ff7bf8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60c6148)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fbab58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4fbace8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6018b78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f9eb78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f9ed08)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6036688)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f9e2c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f9e458)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6036218)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3f2c18)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3f2da8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6031128)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed5223b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed521118)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60230b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed523d28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed523eb8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60fb308)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed516308)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed523488)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60d8aa8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed363538)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3f2a78)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe607e748)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed39aef8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed392a48)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe670f548)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3f8488)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3dbd28)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6717ba8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3c89d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3eb338)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67707a8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed335778)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed3b04f8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6770478)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48da228)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48da3b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6786438)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d9838)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d99c8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6775728)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4886198)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4886328)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe67265a8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48a4678)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48a4808)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48ce748)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acc128)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acc2b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe672de48)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed7262e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489b528)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6714608)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d23e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed72aac8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6713e68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d1008)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d1198)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff48ce2d8)
